rainfall_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,soil_moisture_pct,elevation_m,slope_deg,vegetation_index,drainage_density,distance_to_river_km,antecedent_rainfall_mm,risk_class
1,31.3,52.3,992.6,0,75.8,693,48.2,0.44,1.74,0.1,0,Medium
83.7,20.7,62.7,1016.5,8.5,26.8,275,9.7,0.197,3.11,13.59,65.8,Low
26.2,30.1,59.2,1005.6,4.1,51.8,221,12.5,0.682,3.47,1,109.5,Medium
42.4,25.1,96.7,994,11.3,45.7,0,20,0.752,1.29,0.1,0,Medium
13.8,18,66.4,1013.1,11.4,39.1,304,0,0.596,1.39,4.22,42.1,Low
61.9,29.6,76.6,1010.9,3.4,54.8,29,15.5,0.282,1.6,15.1,28.4,Medium
11.9,21.6,91.6,1015.1,2.6,51.6,280,12.6,0.412,2.47,5.51,0,Low
0,23.1,37.3,1028.9,1.7,45.7,625,49.6,0.456,3.55,4.13,160.1,Low
60.2,22.2,52.1,1017,3.9,33.4,242,4.4,0.572,1.91,4.63,123.3,Medium
0,23.2,62,1007.8,13.8,36.4,822,6.5,0.627,2.64,2.98,72.1,Low
78.3,17.8,57.7,1018.5,14.1,42,274,0,0.316,4.68,10.91,78.9,Low
55.5,14.9,87.7,1019.8,0.8,37.5,449,38.6,0.29,5.24,5.56,88.9,Medium
24,25.4,87.3,994,7.8,85.6,111,23.8,0.333,2.87,5.62,103.7,High
17.3,34.2,56.2,1021.2,5.3,55.3,406,10.3,0.561,5.53,0.66,59.8,Low
85.5,30.1,86.6,1008.9,16.5,45.8,1047,14.2,0.311,2.09,4.47,50.4,Medium
41.6,27.5,53.9,1019,12.1,31.3,114,7.9,0.489,1.05,10.38,110,Low
16.1,45.1,37.7,1012.5,7.8,52.4,463,27.1,0.484,2.4,10.06,67.1,Medium
0,25.2,91,1007.2,5.8,63.8,570,34,0.786,5.89,1.91,92.6,Medium
44,32,65.5,1016.6,1,56.9,241,9.2,0.785,2.91,7.07,154,Medium
0,33.8,38.4,1020.9,5.7,92.4,438,8.6,0.776,4.74,5.07,69.7,Low
66,36.9,50.9,1001.4,7.2,56.4,524,20.6,0.543,0.87,2.96,18.9,Medium
21.6,33.1,70.5,999.1,6.2,39.7,907,35.8,0.688,3.43,6.22,28.2,Medium
38.8,33.8,100,1021.4,1.5,41.6,870,23.4,0.75,3.24,2.22,162.8,Medium
86.2,29.7,58.3,1017.3,10.5,23.9,448,29.7,0.412,3.65,3.6,69.9,Medium
77,20.4,73.4,1007.6,2.7,63.7,287,7.9,0.553,2.8,0.1,204.6,Medium
25.7,25.2,100,1008.1,5.9,55.8,532,9.5,0.773,4.75,4.06,115.4,Medium
96.2,14.7,79.8,1017.5,7.5,84.2,0,9.4,0.808,1.5,4.44,171.5,Medium
55.9,22.8,78.7,1017.2,15.5,45.2,618,20.3,0.615,4.71,4.53,73.9,Medium
43.1,24.9,69.7,1007.2,10.8,79.1,333,23.8,0.519,1.73,6.45,93.2,Medium
81.3,40.8,56.5,1012.8,3.6,72,326,16.3,0.437,1.91,7.32,79.4,Medium
65.1,33,81.8,1000.9,9.3,61.2,454,13.2,0.094,3.59,0.33,160.3,High
118.6,28.8,66.3,1028.6,17.1,48,619,23.7,0.673,0.37,8,234.5,Medium
51.1,23.1,58.6,999.6,2.5,51.2,393,5.8,0.721,1.81,5.29,18.4,Medium
37.2,12.4,77.6,1013.3,6.6,56.3,244,0,0.597,1.79,2.37,94,Medium
71.2,18.2,89.7,1016.1,12.2,74.2,277,19.1,0.732,1.94,7.11,57.5,Medium
24.5,33,73.4,1011.5,10,67.7,431,6.8,0.256,3.45,4.31,207,Medium
0,17.4,86.7,1008.4,7.3,52.6,325,20.5,0.328,4.08,2.13,89.6,Medium
39.7,51.7,66,1016,4.3,51.8,646,13.2,0.406,3.64,4.75,71.7,Low
39.8,23,84.2,1011.2,7.8,71.7,1186,45.3,0.988,0.79,0.1,0,Medium
76.6,28.8,61,1019.5,2.8,48,224,21.5,0.355,1.1,11.78,0,Low
107.1,22.7,78.9,1027.9,10.4,8.2,12,23,0.5,2.71,9.8,0,Medium
0,33.7,63.7,1016.6,0,20.6,296,15.2,0.565,3.31,5.61,0,Low
66.3,26.2,64.5,1008.6,9.1,56.1,650,10.6,0.509,4.43,5.17,65.8,Medium
26.4,26.2,66.2,995,10.1,42.5,279,19.7,0.511,1.65,0.1,20.9,Medium
12.2,18.4,96.9,1001.5,4.7,46.7,606,25.9,0.418,0.92,1.33,75.5,Medium
7.2,15,70.6,1022,12.8,33.8,431,4.1,0.593,1.35,7.07,4.4,Low
0,34.7,100,1011.8,0.6,54.3,17,0,0.637,1.98,3.62,39.5,Low
68.6,37.8,57.8,1018.3,8.9,55.7,342,8,0.352,3.16,5.38,57.5,Low
14.5,32,68.9,996.8,8.9,50.1,255,25.2,0.735,2.02,4.06,36.7,Low
46.5,21.2,58.2,1017.3,4.7,58.8,356,0.4,0.216,2.53,6.23,0,Low
47,34.2,90.1,993.8,13.4,29.5,674,9.3,0.763,5.67,1.49,77.5,Medium
71.7,32.9,58,1001.9,14.5,40.1,605,8,0.621,3.19,7.86,151.9,Medium
7.8,24.5,98.3,989.9,13.8,48.2,383,4.3,0.534,2.96,5.62,0,Low
30.1,27,85.4,993.1,10.3,52.8,0,17.1,0.467,3.42,7.06,17.7,Medium
56.3,34.6,100,1004.6,12.1,33.1,51,18,0.911,2.88,6.72,55.9,Medium
0,33.9,75.9,1014.3,8.3,53,32,9.9,0.723,4.11,12.21,199.2,Low
0,22,49.2,1008.7,3.3,36.3,345,26.9,0.507,3.02,2.98,154.4,Low
0,22.8,57.6,996.9,10.6,41.7,0,0,0.379,2.38,0.1,95.7,Low
60.9,34.9,72.2,996.5,6.2,50.8,306,26.4,0.505,6.04,7.15,53.2,Medium
64.6,26.3,60.8,1008.5,11.3,93.5,413,20.4,0.727,3.29,6.84,38.5,Medium
35.9,22.4,95.9,1012.3,0.5,74.5,0,7.5,0.279,1.97,4.31,40.1,Medium
8.1,27.1,49.6,1019.2,10.1,25.7,182,7,0.259,1.89,6.51,144.7,Low
52.2,30.5,82.4,1010.1,14.8,64.3,499,12.9,0.812,4.52,0.95,122.9,Medium
0,23,53.5,998.6,19.6,61.3,688,3.6,0.346,3.22,8.2,95.7,Low
32.1,20.1,86.5,1002.4,1.2,76.2,515,9.7,0.318,0.64,7.59,91.5,Medium
68.4,17,83.2,1016.9,11,93.5,117,3.7,0.584,0.28,0.1,18.9,Medium
30.1,8.7,84.4,1010.3,0,39.8,184,5.8,0.232,2.15,2.06,33.8,Low
53.2,41.6,72.8,1010.7,11.9,19.8,315,17.6,0.604,3.59,0.1,39.8,Medium
53.7,38.2,96.2,1023.2,14.8,28.6,965,21.9,0.589,3.84,2.76,0,Medium
23.1,35.4,94.4,1011.9,6.5,60.6,605,0,0.517,5.31,3.49,138.6,Medium
85.7,28.9,78.9,998.2,3.4,33.6,0,9.2,0.253,2.83,0.73,13.4,Medium
101.5,22.9,59.9,998,12.9,69.8,321,5,0.323,4.19,3.13,56.2,Medium
20.5,38.2,67.9,1027.5,14.3,38.7,68,6.9,0.367,2.85,0.1,178.2,Low
78.2,37.7,69.5,1007.8,3.1,69.1,967,12.5,0.856,4.46,0.1,95.2,Medium
44.9,50.3,55.8,1003.8,15.1,100,282,30.5,0.835,1.73,6.08,44.9,Medium
20.6,27.7,66.1,1008.7,3.5,37.8,129,7.9,0.875,1.76,10.72,72.3,Low
12.9,24.1,73.3,1018.3,4.6,85.4,236,36.3,0.459,4.33,2.85,134.9,Medium
62.5,23.3,80.8,1009.1,7.4,56.2,67,1,0.729,2.82,0.1,86.2,Medium
90.3,24,60.6,1020.9,8.2,61.2,220,23.1,0.768,3.42,9.5,105.3,Medium
60.8,35.4,54,1017.1,9.7,57.6,457,25.3,0.59,5.28,3.26,17.2,Medium
0,34,89,1004.9,10,52.9,186,10,0.445,4.32,5.33,58.7,Medium
46.2,23.9,83.6,1029.8,6.3,37.3,0,0,0.351,2.43,8.04,74,Medium
54.5,26.2,87.8,1004.1,10.6,42.5,842,11.7,0.488,2.9,5.34,66.5,Medium
106.8,41,67,1007.2,15.2,65.8,654,0,0.554,0,6.78,165.4,Medium
41.8,18.5,73.7,998.3,3.1,64,696,0,0.139,3.89,13.51,0,Medium
39,28.6,66.7,1009.6,2,31.5,66,28.8,0.149,1.53,7.23,127.4,Low
61,21.5,61.5,1021.2,11.9,51.7,145,16.2,0.495,4.23,5.52,0,Low
64.3,41.6,81.9,993.9,10.3,30.7,209,9.8,0.497,3.25,0.51,118,Medium
63.5,24.2,65.2,1019.7,12.6,5,223,29.3,0.52,2.59,6.97,65.1,Medium
111,31.7,70.6,1001.1,14.7,76.7,254,27.7,0.386,3.68,7.37,23.6,High
80.4,44.4,50.5,1014.1,9.8,74.5,522,0,0.684,1.7,8.01,73.5,Medium
37.3,17.7,51.6,1011.9,0,61.7,562,12.1,0.619,1.75,15.3,130.6,Medium
0,20.4,95.6,1015.7,9.6,67.6,720,33,0.485,3.58,4.37,59.1,Medium
19.8,31.6,64,1019.1,9.2,30.8,649,8.4,0.371,3.58,8.21,49.7,Low
0,31.4,69.5,1025.6,7.8,22.8,524,10.7,0.511,4.77,8.85,131.6,Low
6.6,26.3,89.1,993.2,2.4,52,390,3,0.819,1.78,8.21,8.7,Medium
41.4,27.6,78.5,1015.2,3.3,72.3,251,26.8,0.358,2.84,5.39,110.5,Medium
52,30,88,1009,9.5,49.3,874,23.9,0.369,2.45,9.12,113.6,Medium
56.7,1.3,54.2,1005.4,9.6,53.8,118,38.6,0.607,1.33,9.31,75.1,Medium
80.9,27.2,82.9,998.4,8.6,53.3,0,17.2,0.523,2.72,3.04,78.7,Medium
37,23,83.9,1011.1,16.5,70.9,0,23.8,0.052,6.57,4.85,102.7,Medium
59.7,34.4,81.9,1004.5,4.9,45,297,0,0.547,3.44,0.1,121.3,Medium
77.4,39.3,64.7,993.7,4.1,56.1,381,11.3,0.692,2.78,7.88,0,Low
92.8,32.2,73.6,1009.2,12.9,62.7,140,4.9,0.554,3.88,6.93,40.5,Medium
70.2,30.3,78.4,1017.1,7.3,60.3,96,29.3,0.585,1.24,2.98,76.4,Medium
0,30.6,74.5,1037.6,13.1,9.9,778,21,0.513,4.07,3.54,183.5,Medium
0,21.3,58.8,1017.5,9.7,39.2,255,14.3,0.448,4.46,10.65,130.6,Low
56.3,20.8,67.2,989,3,40.7,682,15.4,0.756,5.21,0.22,103.1,Medium
110.8,32,93.5,1018.4,6,50,520,0,0.678,3.77,1.68,39,Medium
11.8,21.9,76.4,1009.9,10,100,0,0,0.838,4.03,3.39,91,Low
73.3,26.6,51.9,1037.4,13.2,34.8,573,14.1,0.323,0.43,5.26,0,Low
79.9,38.3,49.9,1015.9,13,44.8,701,18.5,0.306,0.86,10.88,53.8,Low
20.9,22.8,75.8,1008.2,10.7,40.9,727,23.4,0.469,0.71,4.22,157,Medium
2.3,32.3,90,1009.4,9.5,38.3,741,28.5,0.293,3.03,4.36,111.2,Low
33.3,24.2,84.9,1002.5,0,52.5,351,13.2,0.785,0.44,6.39,0,Low
38.1,32.5,66.8,991.8,11.3,55.8,479,11.5,0.265,3.97,0.1,52.1,Low
99.1,23.5,52.4,1021.6,12.3,60.6,926,17.2,0.305,3.3,5.28,104,Medium
4.2,27.9,99.7,996.8,3.9,28.5,312,0,0.305,2.55,0.1,149.3,Medium
53.4,35.7,82.9,1020.8,9.3,54.1,528,29.7,0.386,1.93,7.16,114.7,Medium
37.8,43.1,56.8,1014.9,10.6,51.8,492,19,0.168,3.04,3.43,98.2,Medium
0,36,67.6,1024.6,7.5,66.3,159,3.8,0.511,5.13,0.1,166.7,Low
14.4,35.9,66.8,1019.1,13.7,66.8,433,0,0.487,3.85,8.78,80.6,Low
0,32.4,59.7,1025.2,8.3,12.9,911,6.7,0.634,2.09,2.69,67.7,Low
51.8,38.5,62.1,1013.3,8.8,14,68,2.1,0.518,2.51,11.43,37.9,Low
72.2,21.6,92.9,1011.9,9.4,47.5,636,4.2,0.488,0,7.38,161.2,Medium
50,28.7,59,1007.6,9.8,28,379,11.7,0.536,3.55,0.1,167.7,Medium
24.9,19.3,47.4,1012.7,11.6,53.6,54,29.5,0.641,1.45,6.13,74.7,Medium
4,45.6,82.5,1002.5,3.9,91.6,331,25,0.583,3.52,5.55,0,Medium
39.4,27,79.2,997.3,10.6,46.8,73,18.4,0.527,4,5.02,46.7,Medium
0,22.7,48.7,1007.3,11.6,5,782,11.2,0.415,1.52,8.56,97.4,Low
51.4,35.8,89.7,1019.9,5.2,33.1,535,3.3,0.213,1.33,7.31,52.1,Low
15.6,23.4,68.2,1005,8.4,21.6,187,22.8,0.412,2.53,9.8,82.4,Low
75.1,19.3,60.3,1014.5,12.4,54.2,26,24.9,0.622,1.81,6.71,137.5,Medium
86.1,32.1,69.4,1015.7,12.5,93.7,687,23.2,0.563,1.94,4.22,99.7,Medium
78.9,28.6,74,996.8,9.9,15.2,206,13,0.467,5.99,1.52,17.7,Medium
2,32.1,100,1018,3.9,28.6,36,2.8,0.389,2.3,8.76,0,Low
48.9,4.8,65.9,999,1.1,60.1,314,6,0.254,7.04,0.1,156.6,Medium
49,13.5,76.3,1005.7,1.4,56.3,314,0.4,0.548,4.87,0.1,84.3,Medium
52.7,26,69.6,1005.8,5.5,55,952,31.7,0.398,4,0.37,52.4,Medium
67.6,31.4,85.7,1018.2,0,45.1,935,22.7,0.536,1.87,3.29,86.6,Medium
101.4,24.5,79,1028.7,5.5,74.9,264,9.5,0.534,1.85,9.35,117.5,Medium
0,11.2,88.7,1023,19.8,66.8,353,1.7,0.49,3.44,11.94,133.1,Medium
71.1,40.5,68.2,1020.9,0,35.6,720,24.5,0.809,2.73,8.43,7.6,Low
40.8,29.7,50.9,1016.2,0,65.1,445,10.9,0.614,2.31,4.82,122,Medium
24.3,31.9,59.6,1016.7,14.5,86.1,942,45.9,0.509,3.21,6.62,57.2,Medium
104.5,31.6,73.6,1003.3,11.1,75.9,0,25.9,0.264,0.7,6.27,127.5,High
1.5,24,50.4,1017.2,5.9,72.2,442,11.3,0.539,2.19,7.83,169.1,Low
135.1,19.5,75.6,1009.9,3.1,63.5,419,27.9,0.463,2.43,5.85,128.1,Medium
5.4,16.5,96.2,991.8,11.1,38.6,1096,14.6,0.767,3.38,0.1,0,Medium
43.8,26.4,84.4,1006.9,3.9,44.6,551,18.8,0.512,1.89,4.32,137.4,Medium
6,19.8,95.5,1005.3,2.9,68,134,9.3,0.567,0.85,5.76,0,Low
57.6,18.2,76.2,1019.5,10.2,42.8,559,24.2,0.651,4.93,8.9,0,Low
111.6,33.7,74,1008.4,8.1,50.9,250,27.9,0.555,2.02,4.29,188.1,High
0,22.5,66.2,1007,0,35.2,759,0,0.331,1.78,3.64,99.9,Low
53.5,38,60.7,1004.7,3.8,16.6,0,2.8,0.19,3.72,0.1,160.5,Medium
39.8,34,86.4,1013.6,14.5,16.7,0,27.6,0.578,2.01,1.02,93.1,Medium
75,15,94.7,1020.1,10.4,35.6,0,30.7,0.519,5.15,4.67,112.1,Medium
59.5,30.7,83.3,1017.4,8.3,55.3,496,17.7,0.992,2.7,0.1,58.7,Medium
0,28.7,51.2,1019.7,2.5,40.2,472,5.2,0.278,2.84,7.24,171.6,Low
19.9,25,76.9,1002.8,14.8,40.3,129,20.2,0.223,1.3,4.81,111.1,Medium
0,35.7,62,1019.4,13.2,23.8,636,0,0.769,2.61,9.04,72.3,Low
83.3,26,68.3,1004.7,8.6,69.4,609,15.5,0.356,5.76,7.15,99.7,Medium
72.8,26.4,60,1015.3,12.3,24.5,0,29.9,0.685,2.5,0.88,106,Medium
117.5,25.8,67.3,1014.6,8.9,54.8,133,9,0.458,1.96,7.89,87.1,Medium
82.5,28,86,1013.9,4.7,34.4,779,20.3,0.176,5.07,2.44,0,Medium
39.2,29.4,94.6,1012.4,8.7,53.4,775,21.9,0.328,2.91,2.22,73.9,Medium
82,33.5,82.9,1018.8,13.5,8,0,9.9,0.502,2.51,4.86,54.1,Medium
35.4,26.3,67.8,1012,9.3,76.4,381,23.5,0.161,1.65,3.96,160.3,Medium
57.6,35,69.8,995.6,17.7,59.7,618,18.6,0.496,0.97,9.99,33.5,Medium
57.3,31.3,48.6,1007.9,7.6,40.6,752,18.5,0.413,1.68,1.73,36,Medium
49.6,10.1,86.2,1002.3,14.3,58.9,508,6.9,0.627,0.65,1.65,47.8,Medium
0,27.1,67.3,1020.7,6,62.9,745,0,0.87,1.34,8.73,68.5,Low
0,41,87.8,999.3,4.5,50.5,539,17.4,0.526,3.16,7.69,0,Medium
47.6,29.8,61.9,1010.8,13.2,50.5,0,0,0.435,3.9,4.55,169.8,Medium
104.3,16.3,67.7,999.5,7.8,49.3,469,7.6,0.441,3.57,17.62,32.4,Medium
12.6,27.9,56.8,1018.7,18.9,60.6,743,20,0.393,5.53,8.57,49.5,Low
23.9,37.4,96.2,1001,6.5,16.8,183,14.9,0.664,3.39,5.11,0,Medium
49.5,29.6,64.5,1011.7,9.1,77.3,282,11.6,0.686,3.33,6.83,22.7,Low
28.4,26.9,86,1020.2,12.2,64,659,14.3,0.362,2.13,0.38,0,Medium
17.8,13.8,72,1023,0,65.6,348,2.6,0.407,3.11,6.03,129.7,Medium
99.1,27.1,64.4,999.6,8.4,58,643,13.6,0.616,2.97,1.96,117.2,Medium
106.9,19,54.8,1017.4,0.7,10.9,680,15.6,0.293,3.65,2.36,106.8,Medium
0,36.5,70,1011.8,4,46.6,634,17.8,0.462,2.6,3.34,51,Low
0,38.2,43.7,1020,8.6,58.6,0,7.3,0.644,2.3,7.52,31,Low
93.5,27.3,76,1008.9,8.6,50.9,434,13.2,0.398,2.14,3.19,0,Medium
0,24.9,89.3,1005.9,7.9,46.6,0,11.3,0.524,1.82,8.07,12.1,Low
62.7,34.2,86,1018.8,13.4,5,588,13.3,0.341,4.64,6.74,0,Low
5.1,20.6,54.3,995.4,14.7,45.9,1285,1,0.204,4.76,0.1,104.8,Low
0,28.6,44.5,1005.8,5.6,79.3,302,0,0.482,6.48,8.84,158.1,Low
115.7,19.8,64.3,1004.4,1.9,75.7,0,3.4,0.438,2.16,9.15,172.6,Medium
54.3,50.4,59.6,1003.9,7.7,50.9,222,15.4,0.583,6.01,8.53,109.1,Medium
0,29.2,61.7,1011,0.7,71.5,158,6.4,0.688,1.21,2.62,59.3,Low
58,22.4,73.6,1012.9,8.5,73.7,661,24,0.712,3.11,1.46,65.4,Medium
72.4,37.5,76,1014.6,5.3,52.7,975,0,0.448,3.04,0.8,29.3,Medium
4.4,35.8,78.2,1008.3,12.2,72.6,0,6.4,0.32,2.21,0.38,3.3,Low
16.5,32.1,69.7,1006,11.3,100,573,15.6,0.473,1.76,1.53,6.7,Medium
32,33.2,83.2,1006.2,7.8,89.8,261,41.9,0.68,3.03,10.68,57.7,Medium
6.8,27.8,69,993.9,2.2,42,1019,0,0.49,0.95,0.1,112.6,Low
82.5,31.3,74.3,997.1,1.4,21.6,882,26.8,0.497,6.44,7.74,79.1,Medium
22.7,42.3,40.5,1026.8,9,55.5,344,14.5,0.533,4.33,2.38,157.3,Low
20.2,42.1,34.8,1013,0,80.9,670,24,0.234,3.51,2.76,50.7,Low
64.8,32.5,48.1,1006.9,15.1,54.5,503,10.7,0.544,1.28,3.75,170.1,Medium
58.4,35.2,50.9,1014.4,1.6,27,557,3.9,0.286,5.45,2.83,36.1,Low
63.6,35.5,66.8,1000,12,40.3,351,12.8,0.577,2.32,7.74,130.1,Medium
34.4,21.6,73.7,1002.2,19.9,36.2,350,6.2,0.412,0.91,3.49,50.3,Low
3,16.4,48.9,996.7,5.2,55.2,1096,27.3,0.34,1.95,8.27,149.2,Medium
12.1,35,66.9,1012.1,6.4,86.3,89,16.7,0.451,3.69,1.41,45.6,Low
38.5,29.2,70.6,1048.5,11.9,48.9,268,19.8,0.727,2.26,3.48,9.5,Low
0,19,64,1005,0,76.3,448,11.8,0.96,4.67,10.05,70.6,Low
40.3,37.9,43.9,1012.3,4.1,26.2,391,11.8,0.511,1.15,0.31,14.2,Low
7.8,27.3,76.3,997.7,16.2,38.5,23,0,0.443,1.21,10.4,96.5,Low
43.2,31.3,84.8,991.3,11.7,37,169,13.9,0.604,5.84,2.09,54.6,Low
50.4,33.7,73.5,1012.2,12.6,57,295,22.6,0.628,4.26,4.14,91.9,Medium
87.2,27,100,1006,14.6,44.5,587,16.1,0.861,4.18,1.56,123.6,High
18,36.1,79.4,1015.6,3.6,50.2,612,1.8,0.787,3.98,0.1,73.8,Medium
50.7,31.7,95.9,999.5,5.4,63,603,21.8,0.081,1.15,5.42,33.5,Medium
2.3,23.5,61.6,1024,4,87.3,399,37.5,0.583,1.66,3.6,125.8,Medium
108.4,26.4,98,1009.6,8.2,47.2,775,21.1,0.685,3.81,3,51.3,Medium
104.3,29.8,100,1009,11,51.7,0,13.9,0.555,2.61,4.65,85.6,Medium
128.9,19.4,61.1,1013.3,7.8,46.8,407,27.7,0.5,4.34,9.44,162.1,Medium
93.1,31.6,55.7,1011.2,15,64.1,102,22.1,0.553,4.21,8.35,54.1,Medium
53.5,28.8,59.7,1006.2,15.1,62,0,5,0.529,1.52,0.24,123.3,Medium
19.9,17.1,46.6,1010.1,8.1,89.6,0,10.9,0.334,2.09,6.74,88.6,Medium
46.8,25.1,68,1009,8.9,42.2,87,14.2,0.587,1.3,3.86,0,Low
115.9,31.4,66.9,1022.8,9.2,56.2,0,0,0.675,0.77,7.42,121.5,Medium
45.7,8.1,44.8,1018.2,15,40.3,62,3.3,0.259,1.23,6.56,129.1,Medium
0,13.4,69,995.1,5.1,60.9,457,51.5,0.762,3.77,10.17,157.2,Medium
27.3,37.7,100,1020,5.6,33.1,361,7.1,0.401,2.63,1.42,64.6,Medium
61.3,34.1,71.6,984.5,0.9,23.1,325,8.6,0.588,3.4,0.85,56.3,Medium
35.3,26,96.6,1013.4,13.2,46.7,0,18.3,0.529,4.15,0.1,128.8,Medium
70.7,25.9,50.7,994.5,7.1,26.2,455,23.9,0.523,4.1,3.84,50,Low
90.9,29.3,58.1,1006.4,4.7,34.7,528,23,0.191,4.08,2.59,57.8,Low
49.4,22.8,56.1,1027.5,10.7,37.9,875,4.8,0.4,4.8,9.41,54.3,Low
0,24.5,79,997.8,13,90.1,0,8.8,0.25,2.06,0.67,39.3,Medium
0,32.7,46.3,1011.2,11.1,43.4,1019,27.1,0.646,6.29,0.1,58,Low
2.2,30.2,53.6,1009,8.6,44.6,923,7.1,0.114,2.71,11.7,120,Low
64.3,22.9,60.2,1015.3,0,75,486,35.8,0.347,1.79,3.52,49.4,Medium
90.9,32.8,70.1,1011.5,12.6,36.9,0,25.2,0.543,4.38,4.82,0,Medium
34.1,15.1,58.9,1019.6,6.7,60.9,547,8.2,0.474,2.46,6.2,93,Low
65.9,28.3,61.4,1011.6,3.6,62.4,748,0,0.222,6.2,10.41,17.1,Low
17.6,33.5,39.8,1014.9,0.1,60.4,616,1.6,0.478,3.76,3.48,159.5,Medium
0,31.9,60.8,1013.6,0,59,773,11.1,0.574,5.2,2.61,27.8,Low
121.7,8.7,82,1002.9,11.7,39.5,535,20.6,0.045,3.02,7.52,67.5,Medium
79.1,15.1,72.4,978.3,9.3,22.6,3,4.8,0.684,0,5.87,37,Medium
19.8,26.2,55.4,1008.4,7.9,34.8,687,11.9,0.622,1.24,1.7,105.6,Low
50.8,35.5,78.6,1024.7,11.6,29.9,251,4.9,0.436,2.93,10.98,0,Low
0,17.7,95.6,1014.3,12.5,73.3,642,7.3,0.487,1.49,4.38,33.8,Medium
37.4,18.7,33.6,1014.1,10.2,36.9,113,20.4,0.669,3.63,3.65,127.4,Medium
56,24.5,63.2,1024.8,11.3,59,541,14,0,2.68,4.49,96.7,Low
0,29.5,92.1,999.5,8,57.7,0,19.3,0.272,0.24,9.78,57.3,Medium
45.9,28.8,74.3,1017,3.1,22.1,988,29.3,0.679,2.32,3.56,117.3,Medium
0,19.7,72.6,1013.1,4.6,5.5,360,2,0.574,2.52,3.62,147.5,Low
0,41.1,69.3,1022,6.4,45.9,419,17.4,0.262,6.06,1.55,8.9,Low
29.8,26.1,47.5,989.9,11.5,42.2,0,30.6,0.507,4.84,9.92,51.5,Medium
0,29.1,68.2,997.4,6.4,56.4,654,15.4,0.127,5.3,2.42,16.9,Low
7.2,27,58.7,1008,6.8,47.7,557,11.1,0.462,4.89,10.53,0,Low
26.2,28.4,78.6,1004.3,10.6,16.5,363,23.4,0.342,4.99,6.68,4.9,Low
54.5,40.2,75.4,1025.6,9.8,51.8,311,23.6,0.634,3.8,1.06,70.1,Medium
93.6,19.3,77.6,1012.2,16.4,20.1,3,0,0.531,4.09,7.03,56.7,Medium
46.2,42.6,49.3,1001.4,6.9,30.3,348,15.9,0.462,2.56,2.89,23.4,Low
39.6,21.5,43.3,1011.8,2.5,37.3,798,23.5,0.642,3.32,5.66,50.6,Low
0,22.2,71.8,1008.9,10.2,34.7,0,2.5,0.402,3.33,5.94,98.7,Low
124.7,13.1,60.5,1004.5,3.4,47.4,0,19.3,0.61,1.45,7.65,0,Medium
70.2,38.6,85.9,1021.2,5.5,66.6,544,13.1,0.36,4.57,0.1,82.4,Medium
9.8,24.7,75.8,1005.2,6.4,33.8,408,16.9,0.449,4.1,3.95,111,Low
10.9,27.5,91,997.5,11.1,55,208,19.9,0.689,1.38,6.23,109.4,Medium
77.4,19.7,55.5,1023.4,11.2,93.6,634,27.6,0.459,3,6.03,69.7,Medium
54.5,29.2,69.2,1010.7,9.2,40.1,257,23.3,0.927,3.82,10.58,25.2,Low
102.1,26.4,54.1,1005.9,9.9,54.3,165,24.9,0.524,2.17,6.64,20.5,Medium
51.9,35.7,47.1,1018,15.4,44.1,108,13.9,0.525,4,5.94,2.4,Low
0,30.2,68,1029.5,7.3,34.2,881,11.4,0.729,2.13,2.73,75.9,Low
11.8,30.7,67.4,1006.6,8.9,50.9,215,12.1,0.671,4.59,0.82,178.5,Low
48.8,20.2,57.6,999.7,13.7,62.2,0,6.5,0.653,3.81,4.84,116.1,Medium
90.7,42.2,66.4,1010.6,12.1,70.6,107,20,0.22,3.29,2.22,101.7,Medium
13.9,44.9,61.3,985.5,10.2,14,182,13.5,0.609,3,4.26,0,Low
8.9,29.8,57.5,1009,1.5,71.5,787,19.3,0.435,3.33,3.91,49.6,Low
42.5,37.2,67.3,1008.7,7.4,46.6,0,12.6,0.376,2.55,7.83,102.1,Low
12.9,31.5,81.8,989.8,0.1,58.2,353,39.7,0.669,3.92,0.1,39.3,Medium
52.6,17.7,100,1022.1,11.4,79.5,387,0,0.629,5.83,2.73,44.2,Medium
75,27.8,87.8,1000.9,10.2,61.6,313,23.3,0.059,2.58,0.83,96.4,High
73.2,17.2,77.4,989.9,7.1,38.2,187,4.2,0.225,1.89,3.51,119.9,Medium
106.7,32.8,46.6,1020.3,14.8,7.4,0,23.1,0.528,5.75,11.71,0,Low
84.2,22.6,79,995.8,13.4,55.5,1194,0,0.323,2.39,5.01,0,Medium
31.5,29.9,59.6,1013.8,0,58.3,555,0,0.258,2.54,6.98,221.5,Medium
78.7,27.4,69.4,1014.4,19.2,30.1,436,3.6,0.511,5.27,7.08,125.6,Low
15.1,25.5,78.7,994.8,0,52.1,30,0.3,0.363,0.26,7.63,88.4,Medium
82.6,25.3,53.5,1009.1,12.8,23.5,119,29.6,0.636,5.75,10.06,149.6,Medium
34.5,40.4,61.9,1023,4.4,20.6,503,30.4,0.751,3.44,1.88,59.5,Medium
53.9,38.1,88.5,1001.3,8.4,5,284,22.9,0.772,1.33,7.9,45.6,Medium
115.1,22,66.5,974.4,9.8,47.5,974,17.2,0.752,1.1,12.73,165.9,Medium
